cluster,LogID,ConcatenatedLog
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_313,SetEndOfFileInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_314,CreateFileMapping C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_315,CreateFileMapping C:\svchost.exe FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_316,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_317,CreateFileMapping C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_318,RegOpenKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_319,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseFilter NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_320,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\Debugger NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_321,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseLargePages NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_322,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\NodeOptions NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_323,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\ForceWakeCharge NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_324,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\AllowedCpuSets NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_325,RegOpenKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\PerfOptions NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_326,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\MitigationOptions NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_327,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\MitigationAuditOptions NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_328,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_329,RegOpenKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_330,RegQueryValue HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106\\Device\HarddiskVolume3\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_331,RegCloseKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_332,RegOpenKey HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_333,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager\BAM NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_334,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_335,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_336,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_337,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_338,QueryAllInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_339,CreateFileMapping C:\svchost.exe FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_340,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_341,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_342,Process Create C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_343,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_344,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_345,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_346,RegOpenKey HKLM\System\CurrentControlSet\Control\SafeBoot\Option REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_347,RegOpenKey HKLM\System\CurrentControlSet\Control\SafeBoot\Option NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_348,RegOpenKey HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_349,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_350,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\AuthenticodeEnabled SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_351,RegCloseKey HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_352,RegOpenKey HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_353,RegOpenKey HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_354,RegQueryValue HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_355,RegCloseKey HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_356,RegOpenKey HKCU\Software\Microsoft\Windows NT\CurrentVersion SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_357,RegOpenKey HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_358,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_359,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_360,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_361,CreateFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_362,QueryBasicInformationFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_363,CloseFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_364,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_365,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_366,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_367,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_368,CreateFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_369,QueryStandardInformationFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_370,QueryStandardInformationFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_371,CreateFileMapping C:\Windows\apppatch\sysmain.sdb FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_372,QueryStandardInformationFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_373,CreateFileMapping C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_374,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_375,RegOpenKey HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_376,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_377,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_378,RegOpenKey HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_379,RegOpenKey HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_380,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_381,CreateFileMapping C:\svchost.exe FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_382,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_383,CreateFileMapping C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_384,CloseFile C:\Windows\apppatch\sysmain.sdb SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_385,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_386,RegOpenKey HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_387,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_388,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_389,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_390,CloseFile \\localhost\c$\T1105.txt SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_391,Thread Exit SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_392,Thread Exit SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_393,RegCloseKey HKLM\SOFTWARE\Microsoft\Ole SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_394,RegCloseKey HKLM SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_395,Thread Exit SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_396,Process Exit SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_397,RegOpenKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_398,RegQueryValue HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106\\Device\HarddiskVolume3\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_399,RegSetValue HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106\\Device\HarddiskVolume3\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_400,RegCloseKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_401,CloseFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_402,CloseFile C:\Windows\System32\en-US\cmd.exe.mui SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_403,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_404,RegCloseKey HKLM SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_405,RegCloseKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_406,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_407,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_408,RegCloseKey HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_409,Process Start SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_410,Thread Create SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_411,Load Image C:\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
